survey_id,cluster_id,status,interview_number,replacement_rank,pop_type,strata_id,region,adm1_pcode,adm1_name,adm2_pcode,adm2_name,adm3_pcode,adm3_name,admin3_source,admin3_cod_pcode,admin3_cod_name,uuid_hex,building_id,confidence,building_area_m2,latitude,longitude,x_utm,y_utm,households_in_cluster,target_households,reserve_households,selection_count,certainty_stratum,selection_type,below_target_cluster,reallocated,original_uuid_hex_pop,supplementary_cluster,location_source,households_in_cluster_source,site_radius_m,iom_site_id,iom_site_name,iom_site_type,iom_site_ward,n_other_sites_in_hex,idp_population_category,coverage_status,exclusion_reason,partners_covering,tier2_fallback_used,ward_accessible_status,psu_definition_version
non_idp_NG002005_3_R23,non_idp_NG002005_3,reserve,NA,23,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE02,Damare,GRID3,NG002005002,Damare,NE_Adamawa_Girei_hex_47,nga_buildings_part2_0000115463,0.8342,56.1428,9.312989778339912,12.465575911192266,3632414.7268135487,1158439.747291702,13906,30,30,5,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_3_R24,non_idp_NG002005_3,reserve,NA,24,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE02,Damare,GRID3,NG002005002,Damare,NE_Adamawa_Girei_hex_47,nga_buildings_part2_0000114081,0.9183,292.1675,9.299513013450223,12.471710036477871,3633309.839306604,1156834.3600895363,13906,30,30,5,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_3_R25,non_idp_NG002005_3,reserve,NA,25,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE08,Modire,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_47,nga_buildings_part2_0000125549,0.7874,34.6841,9.300382708643712,12.484859040634367,3634918.407487283,1157078.269370348,13906,30,30,5,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_3_R26,non_idp_NG002005_3,reserve,NA,26,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE08,Modire,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_47,nga_buildings_part2_0000125636,0.8865,54.5483,9.294367607754015,12.485157964829057,3635017.912367386,1156336.354572418,13906,30,30,5,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_3_R27,non_idp_NG002005_3,reserve,NA,27,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE02,Damare,GRID3,NG002005001,Dakri,NE_Adamawa_Girei_hex_47,nga_buildings_part2_0000108944,0.915,95.6301,9.32354023626324,12.471574773859116,3633042.435373032,1159808.4921602216,13906,30,30,5,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_3_R28,non_idp_NG002005_3,reserve,NA,28,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE08,Modire,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_47,nga_buildings_part2_0000117816,0.8465,41.7194,9.298210142138595,12.485545006135858,3635025.4637291217,1156816.289800485,13906,30,30,5,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_3_R29,non_idp_NG002005_3,reserve,NA,29,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE08,Modire,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_47,nga_buildings_part2_0000114270,0.8461,35.9519,9.311174804665413,12.49141241463008,3635612.012782168,1158482.9186063244,13906,30,30,5,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_3_R30,non_idp_NG002005_3,reserve,NA,30,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE08,Modire,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_47,nga_buildings_part2_0000125216,0.7591,17.2017,9.29947933008207,12.487103714889766,3635203.997206473,1156989.638871236,13906,30,30,5,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_8_HH01,non_idp_NG002005_8,primary,1,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE08,Modire,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_52,nga_buildings_part2_0000132254,0.8141,60.7239,9.276934577657384,12.49474038184976,3636378.585955624,1154276.1961743794,649,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_8_HH02,non_idp_NG002005_8,primary,2,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSYLN04,Gwadabawa,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_52,nga_buildings_part2_0000133173,0.8264,28.9267,9.261434600603796,12.47852669729882,3634544.685765424,1152188.8268785323,649,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_8_HH03,non_idp_NG002005_8,primary,3,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSYLN04,Gwadabawa,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_52,nga_buildings_part2_0000133041,0.7855,18.1382,9.262406870557855,12.477685813135755,3634431.122494264,1152300.572264371,649,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_8_HH04,non_idp_NG002005_8,primary,4,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE08,Modire,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_52,nga_buildings_part2_0000132743,0.8196,16.533,9.283784119107938,12.492565056622922,3636039.578448109,1155102.1376365395,649,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_8_HH05,non_idp_NG002005_8,primary,5,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSYLN04,Gwadabawa,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_52,nga_buildings_part2_0000132857,0.902,144.0252,9.273124153037545,12.468587989694184,3633200.4210676313,1153534.002356112,649,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_8_HH06,non_idp_NG002005_8,primary,6,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSYLN04,Gwadabawa,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_52,nga_buildings_part2_0000133200,0.8088,45.395,9.261683074056696,12.477833876136897,3634456.857816065,1152212.453740284,649,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_8_R01,non_idp_NG002005_8,reserve,NA,1,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSYLN04,Gwadabawa,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_52,nga_buildings_part2_0000131972,0.7663,15.4007,9.26068369914057,12.479079572341355,3634620.51247905,1152101.5267256638,649,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_8_R02,non_idp_NG002005_8,reserve,NA,2,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSYLN04,Gwadabawa,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_52,nga_buildings_part2_0000133279,0.8075,37.2219,9.2620687997778,12.476685237978312,3634311.520286421,1152248.377078469,649,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_8_R03,non_idp_NG002005_8,reserve,NA,3,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSYLN04,Gwadabawa,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_52,nga_buildings_part2_0000133190,0.8008,19.6732,9.2604394275542,12.47885034263499,3634594.843546592,1152068.907071118,649,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_8_R04,non_idp_NG002005_8,reserve,NA,4,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSYLN04,Gwadabawa,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_52,nga_buildings_part2_0000133008,0.7802,13.632,9.261579870056083,12.476275925637156,3634266.235126637,1152183.598317225,649,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_8_R05,non_idp_NG002005_8,reserve,NA,5,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSYLN04,Gwadabawa,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_52,nga_buildings_part2_0000133105,0.8061,63.2021,9.261458189561198,12.478842699638047,3634583.32313832,1152195.008879345,649,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_8_R06,non_idp_NG002005_8,reserve,NA,6,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE08,Modire,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_52,nga_buildings_part2_0000132699,0.8747,79.1391,9.279283869897077,12.496145399143826,3636527.015198975,1154581.7397544545,649,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_HH02,non_idp_NG002005_9,primary,2,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE01,Dakri,GRID3,NG002005001,Dakri,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000140454,0.798,25.7308,9.342840233052405,12.48490083777514,3634479.661727504,1162337.1661325486,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_HH04,non_idp_NG002005_9,primary,4,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE04,Girei 1,GRID3,NG002005004,Girei 1,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000139782,0.8509,70.6496,9.33820632120614,12.505054209106396,3637007.483959908,1161973.006729655,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_HH05,non_idp_NG002005_9,primary,5,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE01,Dakri,GRID3,NG002005001,Dakri,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000136352,0.7604,22.8104,9.32612456943986,12.48003319704134,3634055.870253411,1160216.3659683226,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_HH06,non_idp_NG002005_9,primary,6,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE04,Girei 1,GRID3,NG002005004,Girei 1,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000137454,0.7922,20.6595,9.342782449023405,12.509266863295222,3637477.783527536,1162583.743790754,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_HH09,non_idp_NG002005_9,primary,9,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE04,Girei 1,GRID3,NG002005004,Girei 1,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000139450,0.7728,26.3244,9.334615941468677,12.50420623352852,3636940.789393791,1161519.436361581,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_HH10,non_idp_NG002005_9,primary,10,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE01,Dakri,GRID3,NG002005001,Dakri,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000139876,0.8609,96.5713,9.347752503930284,12.502247389807014,3636562.045020524,1163126.2373210175,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_HH11,non_idp_NG002005_9,primary,11,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE04,Girei 1,GRID3,NG002005004,Girei 1,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000138473,0.776,86.9004,9.336640304728888,12.50448106461103,3636953.385631594,1161773.055954686,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_HH12,non_idp_NG002005_9,primary,12,NA,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE04,Girei 1,GRID3,NG002005004,Girei 1,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000135833,0.8536,12.4131,9.34553129219684,12.507971321363858,3637289.548951116,1162910.7513524364,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_R01,non_idp_NG002005_9,reserve,NA,1,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE08,Modire,GRID3,NG002005008,Modire,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000121526,0.941,172.0837,9.318525636661215,12.48598021420256,3634866.8956558863,1159336.9919883488,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_R02,non_idp_NG002005_9,reserve,NA,2,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE04,Girei 1,GRID3,NG002005004,Girei 1,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000139460,0.7831,39.069,9.33477083153138,12.506934256466684,3637274.804582702,1161567.0199738971,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_R03,non_idp_NG002005_9,reserve,NA,3,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE02,Damare,GRID3,NG002005001,Dakri,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000140793,0.801,20.0658,9.32664876491771,12.478800820065471,3633898.793277937,1160268.4850395755,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_R04,non_idp_NG002005_9,reserve,NA,4,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE01,Dakri,GRID3,NG002005001,Dakri,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000112795,0.8004,14.3291,9.324729209859758,12.47966950730538,3634025.7225873466,1160039.778608147,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_R05,non_idp_NG002005_9,reserve,NA,5,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE04,Girei 1,GRID3,NG002005004,Girei 1,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000138042,0.8619,88.3109,9.333318884017034,12.508321282126518,3637460.6762884096,1161401.5998754038,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_R06,non_idp_NG002005_9,reserve,NA,6,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE02,Damare,GRID3,NG002005001,Dakri,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000140853,0.8431,47.4818,9.328831450202037,12.47740981463554,3633704.8614535895,1160524.348691752,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_R07,non_idp_NG002005_9,reserve,NA,7,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE04,Girei 1,GRID3,NG002005004,Girei 1,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000135687,0.8521,98.5389,9.3474965644596,12.509446833065958,3637450.456454552,1163169.5757597592,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_R08,non_idp_NG002005_9,reserve,NA,8,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE04,Girei 1,GRID3,NG002005004,Girei 1,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000139081,0.8123,52.5064,9.338435439739376,12.509568034617246,3637560.4332691766,1162048.396120461,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_R09,non_idp_NG002005_9,reserve,NA,9,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE04,Girei 1,GRID3,NG002005004,Girei 1,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000135714,0.9212,374.6435,9.34737477163776,12.510632155010947,3637597.56675401,1163166.8460910586,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_R10,non_idp_NG002005_9,reserve,NA,10,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE04,Girei 1,GRID3,NG002005004,Girei 1,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000138555,0.8742,53.797,9.334103123414836,12.507064086027162,3637297.776317981,1161485.6601958892,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_R11,non_idp_NG002005_9,reserve,NA,11,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE02,Damare,GRID3,NG002005001,Dakri,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000136256,0.8026,43.1165,9.32889755327608,12.477021419876818,3633656.394861693,1160528.5004043288,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG002005_9_R12,non_idp_NG002005_9,reserve,NA,12,non_idp,non_idp_NG002005,NE,NG002,Adamawa,NG002005,Girei,ADSGRE04,Girei 1,GRID3,NG002005004,Girei 1,NE_Adamawa_Girei_hex_53,nga_buildings_part2_0000137446,0.8591,161.1583,9.3423503832918,12.513838118136263,3638044.7442066106,1162577.8576700753,6124,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG008016_16_HH01,non_idp_NG008016_16,primary,1,NA,non_idp,non_idp_NG008016,NE,NG008,Borno,NG008016,Konduga,11606,Jakana,GRID3,NG008016004,Jakana,NE_Borno_Konduga_hex_44,nga_buildings_part2_0001110745,0.7676,21.7774,11.842847744627573,12.70977938514014,3632227.768195763,1474285.4011968516,77,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,NRC,NA,Accessible,NA
non_idp_NG008016_16_HH02,non_idp_NG008016_16,primary,2,NA,non_idp,non_idp_NG008016,NE,NG008,Borno,NG008016,Konduga,11606,Jakana,GRID3,NG008016004,Jakana,NE_Borno_Konduga_hex_44,nga_buildings_part2_0001110785,0.793,25.8991,11.842426801036956,12.688568053459834,3629651.7897882895,1473954.7591433092,77,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,NRC,NA,Accessible,NA
non_idp_NG008016_16_HH03,non_idp_NG008016_16,primary,3,NA,non_idp,non_idp_NG008016,NE,NG008,Borno,NG008016,Konduga,11606,Jakana,GRID3,NG008016004,Jakana,NE_Borno_Konduga_hex_44,nga_buildings_part2_0001110805,0.7833,25.5267,11.842261216851822,12.688358351479875,3629628.476466448,1473931.5487080857,77,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,NRC,NA,Accessible,NA
non_idp_NG008016_16_HH04,non_idp_NG008016_16,primary,4,NA,non_idp,non_idp_NG008016,NE,NG008,Borno,NG008016,Konduga,11606,Jakana,GRID3,NG008016004,Jakana,NE_Borno_Konduga_hex_44,nga_buildings_part2_0001110743,0.7647,36.6452,11.842575448242352,12.71017488932446,3632279.54179169,1474256.9521717022,77,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,NRC,NA,Accessible,NA
non_idp_NG008016_16_HH05,non_idp_NG008016_16,primary,5,NA,non_idp,non_idp_NG008016,NE,NG008,Borno,NG008016,Konduga,11606,Jakana,GRID3,NG008016004,Jakana,NE_Borno_Konduga_hex_44,nga_buildings_part2_0001110763,0.796,25.3814,11.8387027036192,12.711180391138305,3632453.599547755,1473791.6124903949,77,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,NRC,NA,Accessible,NA
non_idp_NG008016_16_HH06,non_idp_NG008016_16,primary,6,NA,non_idp,non_idp_NG008016,NE,NG008,Borno,NG008016,Konduga,11606,Jakana,GRID3,NG008016004,Jakana,NE_Borno_Konduga_hex_44,nga_buildings_part2_0001110746,0.7643,14.7451,11.842937057126797,12.709903180138795,3632241.644659066,1474298.064466799,77,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,NRC,NA,Accessible,NA
non_idp_NG008016_16_R01,non_idp_NG008016_16,reserve,NA,1,non_idp,non_idp_NG008016,NE,NG008,Borno,NG008016,Konduga,11606,Jakana,GRID3,NG008016004,Jakana,NE_Borno_Konduga_hex_44,nga_buildings_part2_0001110754,0.8357,60.5705,11.8433838999416,12.709644485692277,3632204.1944107222,1474349.8798231685,77,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,NRC,NA,Accessible,NA
non_idp_NG008016_16_R02,non_idp_NG008016_16,reserve,NA,2,non_idp,non_idp_NG008016,NE,NG008,Borno,NG008016,Konduga,11606,Jakana,GRID3,NG008016004,Jakana,NE_Borno_Konduga_hex_44,nga_buildings_part2_0001110747,0.8125,18.4175,11.843256190126755,12.709607904138574,3632201.4458512375,1474333.6181706097,77,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,NRC,NA,Accessible,NA
non_idp_NG008016_16_R03,non_idp_NG008016_16,reserve,NA,3,non_idp,non_idp_NG008016,NE,NG008,Borno,NG008016,Konduga,11606,Jakana,GRID3,NG008016004,Jakana,NE_Borno_Konduga_hex_44,nga_buildings_part2_0001110769,0.7503,19.3511,11.839997033525206,12.711342813394104,3632456.1033980343,1473953.6878422291,77,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,NRC,NA,Accessible,NA
non_idp_NG008016_16_R04,non_idp_NG008016_16,reserve,NA,4,non_idp,non_idp_NG008016,NE,NG008,Borno,NG008016,Konduga,11606,Jakana,GRID3,NG008016004,Jakana,NE_Borno_Konduga_hex_44,nga_buildings_part2_0001110783,0.7905,26.9527,11.842649467445447,12.688520197129668,3629642.998036933,1473981.640528399,77,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,NRC,NA,Accessible,NA
non_idp_NG008016_16_R05,non_idp_NG008016_16,reserve,NA,5,non_idp,non_idp_NG008016,NE,NG008,Borno,NG008016,Konduga,11606,Jakana,GRID3,NG008016004,Jakana,NE_Borno_Konduga_hex_44,nga_buildings_part2_0001110755,0.7544,18.7173,11.843254442477516,12.709802169950745,3632225.114877652,1474335.9555743842,77,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,NRC,NA,Accessible,NA
