State,LGA,Ward (GRID3),Ward (OCHA/COD),Ward spans multiple LGAs (Y/N),Other LGA(s) sharing this ward,Partners covering this LGA-ward portion,Non-IDP clusters,IDP clusters,Total target HHs (primary),Accessible status,Status source,Reporting partner(s),Reported by,Reason category,Reason notes,Date reported by partner,Last reported date,% target achieved so far (as reported)
Benue,Kwande,Mbadura,,No,,Save the Children,1,0,3,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
Benue,Kwande,Mbakyaha,,No,,Save the Children,1,0,1,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
Benue,Kwande,Usar,,No,,Save the Children,1,0,1,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
Benue,Kwande,Mbayoo,,No,,Save the Children,1,0,0,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
Benue,Logo,Mbagber,,No,,CRS,2,4,48,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Logo,Mbayam,,No,,CRS,3,1,47,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Logo,Tombo,,No,,CRS,3,1,32,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Logo,Mbadyul,,No,,CRS,3,1,19,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Logo,Tswarev / Ukembergya,,No,,CRS,3,0,12,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Logo,Mbavuur,,No,,CRS,1,1,11,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Logo,Nenzev,,No,,CRS,2,0,10,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Logo,Turan,,No,,CRS,2,0,7,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Logo,Mbaatikyaa,,No,,CRS,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Logo,Mbater,,No,,CRS,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Logo,Saghev,,Yes,Guma,CRS,2,0,4,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Logo,Yonov,,No,,CRS,2,0,2,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Makurdi,Fiidi,,Yes,Guma,Malteser,7,3,67,Accessible,confirmed_by_partner_report,Malteser,Partner,N/A - fully accessible,,"17, 18 and 22 of August",Unknown (see Date reported by partner column),100
Benue,Makurdi,North Bank 1,,No,,Malteser,3,4,67,Inaccessible,confirmed_by_partner_report,Malteser,Partner,Insecurity / conflict,5 points are insecurity area,,Unknown (see Date reported by partner column),93
Benue,Makurdi,Modern Market,,No,,Malteser,3,2,20,Accessible,confirmed_by_partner_report,Malteser,Partner,flooding,Only two point are located in a flooded location,"20, 21 and 27 of August",Unknown (see Date reported by partner column),100
Benue,Makurdi,Bar,,No,,Malteser,5,0,17,Accessible,confirmed_by_partner_report,Malteser,Partner,Insecurity / conflict,some point are in insecurity area,"20, 21 and 26 of August",Unknown (see Date reported by partner column),100
Benue,Makurdi,Mbalagh,,No,,Malteser,2,1,9,Accessible,confirmed_by_partner_report,Malteser,Partner,Insecurity / conflict,Only one point that is such issue,2026-08-21 00:00:00,2026-08-21,89
Benue,Makurdi,Clerk / Market,,No,,Malteser,2,0,7,Accessible,confirmed_by_partner_report,Malteser,Partner,N/A - fully accessible,,2026-08-20 00:00:00,2026-08-20,100
Benue,Makurdi,Agan,,No,,Malteser,0,1,6,Accessible,confirmed_by_partner_report,Malteser,Partner,N/A - fully accessible,,2026-08-20 00:00:00,2026-08-20,100
Benue,Makurdi,Wailomayo,,No,,Malteser,2,0,4,Accessible,confirmed_by_partner_report,Malteser,Partner,N/A - fully accessible,,2026-08-21 00:00:00,2026-08-21,100
Benue,Makurdi,Ankpa / Wadata,,No,,Malteser,2,0,3,Accessible,confirmed_by_partner_report,Malteser,Partner,N/A - fully accessible,,2026-08-21 00:00:00,2026-08-21,100
Benue,Makurdi,North Bank 2,,No,,Malteser,2,0,3,Accessible,confirmed_by_partner_report,Malteser,Partner,N/A - fully accessible,,2026-08-19 00:00:00,2026-08-19,100
Benue,Makurdi,Central / South Mission,,No,,Malteser,1,0,1,Accessible,confirmed_by_partner_report,Malteser,Partner,N/A - fully accessible,Main town of the state capital,2026-08-21 00:00:00,2026-08-21,100
Borno,Abadam,Arege,Arege,Yes,Kukawa,FACT,10,0,50,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Road is completely inaccessible,2026-04-09 00:00:00,2026-04-09,
Borno,Abadam,Banowa,Banowa,Yes,Guzamala; Kukawa; Mobbar,FACT,8,0,45,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Road is completely inaccessible,2026-04-09 00:00:00,2026-04-09,
Borno,Abadam,Bogum,Banowa,No,,FACT,5,0,27,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Borno,Abadam,Gudumbali West,Banowa,Yes,Guzamala,FACT,4,0,20,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Borno,Abadam,Doro,Arege,Yes,Kukawa,FACT,2,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Road is completely inaccessible,2026-04-09 00:00:00,2026-04-09,
Borno,Abadam,Foguwa,Foguwa,No,,FACT,1,0,5,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Road is completely inaccessible,2026-04-09 00:00:00,2026-04-09,
Borno,Abadam,Gudumbali East,Banowa,Yes,Guzamala,FACT,2,0,2,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Borno,Askira/Uba,Uba,Uba,No,,FACT,3,2,47,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Askira/Uba,Hausari Zadawa,Hausari Zadawa,No,,FACT,2,1,34,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Askira/Uba,Rumirgo Chul,Rumirgu Chul,No,,FACT,5,1,31,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Askira/Uba,Lassa,Lassa,No,,FACT,1,1,30,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Askira/Uba,Dille Huyim,Dille Huyim,Yes,Damboa,FACT,0,2,24,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Askira/Uba,Mussa,Mussa,No,,FACT,1,1,8,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Askira/Uba,Ngohi,Ngohi,Yes,Chibok,FACT,2,0,7,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Askira/Uba,Ngulde,Ngulde,Yes,Chibok,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Askira/Uba,Ngurthavu Kopa,Ngurthlavu Kopa,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Askira/Uba,Wamdeo Giwi,Wamdeo Giwi,No,,FACT,0,1,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Askira/Uba,Hussari Tampul,Hausari Tampul,No,,FACT,2,0,4,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Askira/Uba,Askira East,Askira East,No,,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This was not in our previous list but it belongs to Askira LGA ,,Unknown (see Date reported by partner column),
Borno,Bama,Shehuri,Kumshe,Yes,Ngala,PLAN,2,1,125,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Bama,Bogomari,Bogomari,No,,PLAN,5,0,25,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Bama,Kasugula,Kasugula,No,,PLAN,3,0,20,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Bama,Kumshe,Shehuri,No,,PLAN,2,0,9,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Bama,Soye,Soye,No,,PLAN,2,0,7,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Bama,Abbaram,Gulumba,Yes,Dikwa,PLAN,1,0,6,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Bama,Gulumba,Gulumba,No,,PLAN,1,0,6,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Bama,Magarta,Zageri,No,,PLAN,1,0,6,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Bama,Yabiri,Yabiri,No,,PLAN,1,0,4,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Borno,Bayo,Wuyo,Wuyo,No,,FACT,3,1,30,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Bayo,Jaradali,Jara-Dali,No,,FACT,4,0,24,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Bayo,Balbaya,Balbaya,No,,FACT,3,1,18,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Bayo,Briyel,Briyel,No,,FACT,1,2,18,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Bayo,Zara,Zara,No,,FACT,1,2,18,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Bayo,Telli,Telli,No,,FACT,2,1,17,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Bayo,Jaragol,Jara-Gol,No,,FACT,1,1,12,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Bayo,Limanti,Limanti,Yes,Jere; Mafa; Maiduguri,FACT,3,0,12,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Bayo,Gamadadi,Gamadadi,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Bayo,Gwani / Shinga / Wade,Telli,No,,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This is was not in our previous list and not sure what LGA its under ,2026-04-09 00:00:00,2026-04-09,
Borno,Bayo,Kurba Gayi,Wuyo,Yes,Kwaya Kusar,FACT,1,0,0,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This is was not in our previous list and not sure what LGA its under ,2026-04-09 00:00:00,2026-04-09,
Borno,Biu,Galdimari,Galdimari,No,,FACT,1,1,53,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Biu,Dugja,Dugja,No,,FACT,3,2,37,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Biu,Miringa,Miringa,No,,FACT,3,1,25,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Biu,Yawi,Yawi,No,,FACT,3,1,20,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Biu,Garubula,Garubula,No,,FACT,2,1,16,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Biu,Buratai,Buratai,Yes,Damboa,FACT,2,1,14,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Biu,Zarawuyaku,Zarawuyaku,No,,FACT,3,0,11,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Biu,Silumthla,Sulumthla,No,,FACT,1,0,9,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This is was not in our previous list but it belongs to Biu LGA ,2026-04-09 00:00:00,2026-04-09,
Borno,Biu,Gur,Gur,No,,FACT,2,0,8,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Biu,Azir Multe,Mandaragirau,Yes,Chibok; Damboa,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Biu,Gunda,Gunda,No,,FACT,0,1,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Borno,Biu,Grim Damchoba,Garubula,Yes,Hawul,FACT,2,0,3,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This is was not in our previous list but Garubula belongs to Biu LGA,2026-04-09 00:00:00,2026-04-09,
Borno,Chibok,Whuntaku,Whuntaku,No,,IMC,4,3,68,Accessible,confirmed_by_partner_report,IMC,Needs review,Other,"Corrected 2026-08-22: IMC's original reason text here (insecurity/inaccessible) contradicted their own Yes answer and cluster-level detail - looks copy-pasted from a neighbouring No row. Cluster-level detail shows 2 of 3 clusters here accessible (idp_NG008006_3, idp_NG008006_4); idp_NG008006_2 is not (insecurity). Ward left Yes per IMC's own answer and the cluster majority; flag the reason-text error back to IMC.",20/08/2026,2026-08-20,
Borno,Chibok,Mbalala,Mbalala,No,,IMC,6,2,53,Accessible,confirmed_by_partner_report,IMC,Needs review,Other,Partially accessible - some areas could not be reached. See Cluster Accessibility for the specific clusters affected.,20/08/2026,2026-08-20,
Borno,Chibok,Garu,Garu,No,,IMC,3,2,31,Accessible,confirmed_by_partner_report,IMC,Needs review,N/A - fully accessible,Location fully accessible with no access constraints reported.,20/08/2026,2026-08-20,
Borno,Chibok,Kautikari,Kautikari,No,,IMC,3,1,21,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,Area inaccessible because of insecurity and safety concerns.,20/08/2026,2026-08-20,0
Borno,Chibok,Korongillum,Korongilum,No,,IMC,3,1,19,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,Area inaccessible because of insecurity and safety concerns.,20/08/2026,2026-08-20,0
Borno,Chibok,Mboakura,Mbokura,No,,IMC,0,2,12,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Chibok,Pemi,Pemi,No,,IMC,1,1,12,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,Area inaccessible because of insecurity and safety concerns.,20/08/2026,2026-08-20,0
Borno,Chibok,Shikarkir,Shirarkir,No,,IMC,2,0,12,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,Area inaccessible because of insecurity and safety concerns.,20/08/2026,2026-08-20,0
Borno,Chibok,Kuburmbulla,Kuburmbula,No,,IMC,1,1,9,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,Area inaccessible because of insecurity and safety concerns.,20/08/2026,2026-08-20,0
Borno,Chibok,Likama,Likama,No,,IMC,2,0,8,Accessible,confirmed_by_partner_report,IMC,Needs review,N/A - fully accessible,"Newly-added ward following the 2026-08-21 ward-splitting fix - did not exist as its own row when IMC's original files were generated. Confirmed directly accessible with the IMC team, 2026-08-22.",2026-08-22,2026-08-22,
Borno,Chibok,Azir Multe,Korongilum,Yes,Biu; Damboa,IMC,1,0,6,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,Area inaccessible because of insecurity and safety concerns.,20/08/2026,2026-08-20,0
Borno,Chibok,Gatamarwa,Gatamarwa,No,,IMC,1,0,6,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,Area inaccessible because of insecurity and safety concerns.,20/08/2026,2026-08-20,0
Borno,Chibok,Ngulde,Korongilum,Yes,Askira/Uba,IMC,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Chibok,Ngohi,Shirarkir,Yes,Askira/Uba,IMC,1,0,4,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Damboa,Damboa,Damboa Central,No,,IMC,3,3,99,Accessible,confirmed_by_partner_report,IMC,Needs review,N/A - fully accessible,Location fully accessible with no access constraints reported.,20/08/2026,2026-08-20,
Borno,Damboa,Gumsuri,Gumsuri,No,,IMC,6,3,54,Accessible,confirmed_by_partner_report,IMC,Needs review,Other,Partially accessible - some areas could not be reached. See Cluster Accessibility for the specific clusters affected.,20/08/2026,2026-08-20,
Borno,Damboa,Azir Multe,Nzuda Wuyaram,Yes,Biu; Chibok,IMC,3,2,30,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,Area inaccessible because of insecurity and safety concerns.,20/08/2026,2026-08-20,0
Borno,Damboa,Nzuba Wayaram,Nzuda Wuyaram,No,,IMC,2,2,29,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,"RESOLVED 2026-08-23 - IMC confirmed by email (RE IMC Accessibility Report, 23/08): both IDP clusters (idp_NG008007_12, idp_NG008007_3) are genuinely inaccessible, and IMC agreed the ward-level answer should change from Yes/partial to No, given that's the majority (12 of 18) of this ward's target. Only non_idp_NG008007_6 (6 HHs) is accessible. Achieved = 6/18 (33%).",23/08/2026,2026-08-23,33
Borno,Damboa,Bego Yerwa,Bego,No,,IMC,2,0,10,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Damboa,Bita Izge,Mulgo Kopchi,Yes,Gwoza,IMC,2,0,8,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Damboa,Ajigin A,Ajigin A,No,,IMC,1,0,6,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,Area inaccessible because of insecurity and safety concerns.,20/08/2026,2026-08-20,0
Borno,Damboa,Buratai,Ajigin A,Yes,Biu,IMC,1,0,6,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,Area inaccessible because of insecurity and safety concerns.,20/08/2026,2026-08-20,0
Borno,Damboa,Dille Huyim,Mulgo Kopchi,Yes,Askira/Uba,IMC,1,0,6,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,Area inaccessible because of insecurity and safety concerns.,20/08/2026,2026-08-20,0
Borno,Damboa,Kafa Mafi,Kafa Mafi,No,,IMC,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Damboa,Mulgoi Kobchi,Mulgo Kopchi,No,,IMC,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Damboa,Wawa Korede,Wawa Korode,No,,IMC,1,0,6,Inaccessible,confirmed_by_partner_report,IMC,Needs review,Insecurity / conflict,Area inaccessible because of insecurity and safety concerns.,20/08/2026,2026-08-20,0
Borno,Dikwa,Dikwa,Dikwa,No,,Street Child of Nigeria,4,3,150,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Dikwa,Gawa,Muliye,Yes,Mafa,Street Child of Nigeria,4,0,17,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Dikwa,Mudu Kaza,M. Kaza,No,,Street Child of Nigeria,3,0,15,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Dikwa,Gajibo,Gajibo,No,,Street Child of Nigeria,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Dikwa,Afuye,Afuye,No,,Street Child of Nigeria,1,0,5,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Dikwa,Muliye,Muliye,No,,Street Child of Nigeria,1,0,5,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Dikwa,Boboshe,Muliye,No,,Street Child of Nigeria,2,0,4,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Dikwa,Abbaram,Muliye,Yes,Bama,Street Child of Nigeria,1,0,3,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Dikwa,Mala Maja,M. Maja,No,,Street Child of Nigeria,1,0,3,Accessible,default_unreported,,Not yet reported,,,,,
Borno,Gubio,Gubio 1,Gubio 1,No,,FACT,7,1,83,Inaccessible,confirmed_by_partner_report,FACT,Partner,Access denied by authorities / community,The military has consistently dismissed the field team while collecting data,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Gubio 2,Gubio 2,No,,FACT,2,1,64,Inaccessible,confirmed_by_partner_report,FACT,Partner,Access denied by authorities / community,The military has consistently dismissed the field team while collecting data,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Zowo,Zowo,No,,FACT,6,0,29,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Recent attack in the LGA's and its completely innaccessible due to security advisory,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Dabira,Dabira,No,,FACT,4,0,23,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,Recent attack in the LGA's and its completely innaccessible due to security advisory and This is was not in our previous list ,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Ngetra,Dabira,Yes,Mobbar,FACT,4,0,19,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Recent attack in the LGA's and its completely innaccessible due to security advisory,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Moduri,Gazabure,Yes,Guzamala; Nganzai,FACT,2,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This is was not in our previous list but Gazabure belongs to Gubio LGA,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Gazabure,Gazabure,Yes,Guzamala; Mobbar,FACT,2,0,11,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Recent attack in the LGA's and its completely innaccessible due to security advisory,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Kingowa,Kingowa,Yes,Nganzai,FACT,2,0,8,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Recent attack in the LGA's and its completely innaccessible due to security advisory,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Ardimini,Ardimini,No,,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Recent attack in the LGA's and its completely innaccessible due to security advisory,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Felo,Felo,Yes,Nganzai,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Recent attack in the LGA's and its completely innaccessible due to security advisory,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Futchimiram,Dabira,Yes,Mobbar,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Recent attack in the LGA's and its completely innaccessible due to security advisory,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Gamawo,Ardimini,No,,FACT,1,0,5,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This is was not in our previous list but Gamawo/Ardimini belongs to Gubio LGA,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Gadai,Gubio 1,Yes,Nganzai,FACT,1,0,3,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This is was not in our previous list but Gubio 1 belongs to Gubio LGA,2026-04-09 00:00:00,2026-04-09,
Borno,Gubio,Ngulabamma,Ardimini,Yes,Magumeri,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This is was not in our previous list but Ardimini belongs to Gubio LGA,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Wamiri,Mairari,No,,FACT,9,0,39,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Aduwa,Aduwa,Yes,Nganzai,FACT,7,0,24,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Gudumbali East,Gudumbali East,Yes,Abadam,FACT,5,0,20,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Banowa,Gudumbali East,Yes,Abadam; Kukawa; Mobbar,FACT,3,0,18,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Guzamala West,Guzamala West,No,,FACT,7,0,16,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Gudumbali West,Gudumbali West,Yes,Abadam,FACT,3,0,15,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Guzamala East,Mairari,No,,FACT,5,0,15,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Jigalta,Guzamala West,Yes,Nganzai,FACT,4,0,14,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Moduri,Moduri,Yes,Gubio; Nganzai,FACT,2,0,9,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,AOG attacks and no vehicle or access roads,2026-04-09 00:00:00,2026-04-09,
Borno,Guzamala,Kukawa,Wamiri,Yes,Kukawa,FACT,2,0,7,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
