adm2_pcode,adm2_name,adm1_pcode,adm1_name,wardname,area_km2,pop_total,pop_type,accessible_status,status_source,reporting_partners,reason_category,covering_partners
NG002019,Toungo,NG002,Adamawa,Gashaka,0.7605362195113241,0.5636590719223022,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002019,Toungo,NG002,Adamawa,Gumti,2323.5140264607144,2513.658447265625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002019,Toungo,NG002,Adamawa,Gurumpawo,9.447161172247649,1.3003625869750977,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002019,Toungo,NG002,Adamawa,Jamtari,1.703359628178602,12.340620994567871,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002019,Toungo,NG002,Adamawa,Kiri 1,666.5272280092688,8351.19140625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002019,Toungo,NG002,Adamawa,Kiri 2,161.12536190426852,4013.125732421875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002019,Toungo,NG002,Adamawa,Kogin Baba 1,142.9517438628191,1410.696533203125,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002019,Toungo,NG002,Adamawa,Kogin Baba 2,1063.5584154239573,4750.78369140625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002019,Toungo,NG002,Adamawa,Kussum / Badakoshi,0.13027907858168847,0.09865352511405945,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002019,Toungo,NG002,Adamawa,Sugu,24.59507764839972,534.67230224609375,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002019,Toungo,NG002,Adamawa,Toungo 1,42.972508970184805,13952.4921875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002019,Toungo,NG002,Adamawa,Toungo 2,583.0699697568614,27079.05078125,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002019,Toungo,NG002,Adamawa,Toungo 3,264.2716579393425,19739.6015625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002020,Yola North,NG002,Adamawa,Ajiya,1.5296450751976394,16371.6435546875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002020,Yola North,NG002,Adamawa,Alkalawa,1.0694249208721667,11973.505859375,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002020,Yola North,NG002,Adamawa,Bole Yolde Pate,2.585267277269572,5454.78173828125,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002020,Yola North,NG002,Adamawa,Damare,1.9776173520869613,1003.0555419921875,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002020,Yola North,NG002,Adamawa,Doubeli,0.513620734855745,5139.2099609375,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002020,Yola North,NG002,Adamawa,Gwadabawa,16.935848346578123,71203.984375,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002020,Yola North,NG002,Adamawa,Jambutu,7.4698003111983535,55428.23828125,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002020,Yola North,NG002,Adamawa,Karewa,34.000932150516334,151516.546875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002020,Yola North,NG002,Adamawa,Limawa,0.4509512981698513,5554.6728515625,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002020,Yola North,NG002,Adamawa,Luggere,2.2582973734602034,20433.3671875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002020,Yola North,NG002,Adamawa,Namtari,6.591235280834675,19690.71875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002020,Yola North,NG002,Adamawa,Nassarawo,3.9364984299399106,38628.4140625,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002020,Yola North,NG002,Adamawa,Rumde,0.40839337441837414,3947.24365234375,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002020,Yola North,NG002,Adamawa,Yelwa,0.4515130562292449,5155.01953125,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002021,Yola South,NG002,Adamawa,Adarawo,6.2948563708571195,26571.12890625,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002021,Yola South,NG002,Adamawa,Bako,1.4788112965045497,12102.5703125,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002021,Yola South,NG002,Adamawa,Beti,0.16888488747760652,0.1736721396446228,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002021,Yola South,NG002,Adamawa,Bole Yolde Pate,175.87597851851964,95765.0859375,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002021,Yola South,NG002,Adamawa,Dakri,3.4051156231894493e-4,0.0803612470626831,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002021,Yola South,NG002,Adamawa,Damare,0.03065207268214226,0.001871010521426797,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002021,Yola South,NG002,Adamawa,Demsa,39.723163529716864,2295.246337890625,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002021,Yola South,NG002,Adamawa,Fufore,0.700850884489119,58.40476608276367,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002021,Yola South,NG002,Adamawa,Gwadabawa,7.60404473348248,659.97857666015625,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002021,Yola South,NG002,Adamawa,Jambutu,0.030045373735785485,20.114459991455078,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002021,Yola South,NG002,Adamawa,Karewa,7.090970837052703,4196.4033203125,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002021,Yola South,NG002,Adamawa,Makama A,4.727241586436331,37243.7890625,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002021,Yola South,NG002,Adamawa,Makama B,2.4990520142478645,16697.568359375,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002021,Yola South,NG002,Adamawa,Mayo Inne,2.066220114827156e-4,0.004772884305566549,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002021,Yola South,NG002,Adamawa,Mbamba,151.1896139568517,39921.83984375,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002021,Yola South,NG002,Adamawa,Mbamoi,0.9672349616315216,9847.8623046875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002021,Yola South,NG002,Adamawa,Namtari,323.49751298279546,128260.453125,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002021,Yola South,NG002,Adamawa,Ndikong,102.84311734490348,6076.23681640625,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002021,Yola South,NG002,Adamawa,Ngurore,139.3026272737366,48890.04296875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002021,Yola South,NG002,Adamawa,Toungo,2.2185753068960907,20722.8046875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002021,Yola South,NG002,Adamawa,Uki Tuki,26.47618428371501,1115.3016357421875,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002021,Yola South,NG002,Adamawa,Yolde Kohi,180.12431620321559,21195.6796875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG007002,Agatu,NG007,Benue,Akpanaja,54.418996517714646,1938.2308349609375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Bagana,0.00014213005638122559,0,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Egba,75.41439127332377,5949.4912109375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Enungba,98.23409363755832,7970.158203125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Icheke,1.6592187356948853e-4,0,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Loko,40.51491126466693,1205.5867919921875,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Mbapupuu / Tswarev,2.298046646104097,176.0330352783203,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Obagaji,132.94578216995572,9463.86328125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Odoh,1.5549561214204594e-4,0,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Odugbeho,93.77616854201528,4255.3291015625,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Ogbaulu,189.67341290967988,4817.7431640625,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Ogwule - Kaduna,116.47068880973679,7844.818359375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Ogwule - Ogbaulu,167.6945250827679,7113.73681640625,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Ojantelle / Akpete,15.942710086170674,258.3697814941406,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Okokolo,19.59453148912122,2028.7044677734375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Oshigbudu,85.7541536348095,6866.9931640625,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007002,Agatu,NG007,Benue,Usha,138.07226241630852,7533.0185546875,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007006,Guma,NG007,Benue,Abinsi,99.02352637258959,18994.185546875,Non-IDP,Accessible,confirmed_by_partner_report (blank row - not flagged),NA,NA,COOPI
NG007006,Guma,NG007,Benue,Agan,43.92570422729302,3046.17822265625,Non-IDP,Accessible,default_unreported,NA,NA,COOPI
NG007006,Guma,NG007,Benue,Agbashi,0.03871327061939239,0.5124066472053528,Non-IDP,Accessible,default_unreported,NA,NA,COOPI
NG007006,Guma,NG007,Benue,Akwana,6.009247398376465e-5,0,Non-IDP,Accessible,default_unreported,NA,NA,COOPI
NG007006,Guma,NG007,Benue,Amiri,1.7107153529292372e-4,0.0064046336337924,Non-IDP,Accessible,default_unreported,NA,NA,COOPI
NG007006,Guma,NG007,Benue,Fiidi,22.233807916373625,7006.69140625,Non-IDP,Accessible,confirmed_by_partner_report (blank row - not flagged),NA,NA,COOPI
NG007006,Guma,NG007,Benue,Galadima,3.81116745647043e-4,0.0034362678416073322,Non-IDP,Accessible,default_unreported,NA,NA,COOPI
NG007006,Guma,NG007,Benue,Iwagu,2.944020072221756e-4,0.007958468981087208,Non-IDP,Accessible,default_unreported,NA,NA,COOPI
NG007006,Guma,NG007,Benue,Kaambe,235.6936604308157,16713.15234375,Non-IDP,Inaccessible,confirmed_by_partner_report,COOPI,NA,COOPI
NG007006,Guma,NG007,Benue,Kadarko,10.03826061619939,864.37884521484375,Non-IDP,Inaccessible,confirmed_by_partner_report,COOPI,NA,COOPI
NG007006,Guma,NG007,Benue,Madaki,7.370719424292445,943.41888427734375,Non-IDP,Accessible,confirmed_by_partner_report (blank row - not flagged),NA,NA,COOPI
NG007006,Guma,NG007,Benue,Mbabai,62.500027871816634,5447.27978515625,Non-IDP,Accessible,confirmed_by_partner_report (blank row - not flagged),NA,NA,COOPI
NG007006,Guma,NG007,Benue,Mbachaverikyondo,6.016587749656905,981.50555419921875,Non-IDP,Accessible,confirmed_by_partner_report (blank row - not flagged),NA,NA,COOPI
NG007006,Guma,NG007,Benue,Mbadwem,696.8773054644658,22448.2421875,Non-IDP,Inaccessible,confirmed_by_partner_report,COOPI,NA,COOPI
NG007006,Guma,NG007,Benue,Mbanyaber,8.334382487986565,1231.4405517578125,Non-IDP,Accessible,default_unreported,NA,NA,COOPI
NG007006,Guma,NG007,Benue,Mbawa,431.03611414624834,43164.6328125,Non-IDP,Accessible,confirmed_by_partner_report (blank row - not flagged),NA,NA,COOPI
NG007006,Guma,NG007,Benue,Mbaya,16.012353312616348,2984.803955078125,Non-IDP,Accessible,default_unreported,NA,NA,COOPI
NG007006,Guma,NG007,Benue,Mbayer / Yandev,403.238027221862,11768.7412109375,Non-IDP,Inaccessible,confirmed_by_partner_report,COOPI,NA,COOPI
NG007006,Guma,NG007,Benue,Nyiev,346.3918745239861,23971.51171875,Non-IDP,Accessible,confirmed_by_partner_report (blank row - not flagged),NA,NA,COOPI
NG007006,Guma,NG007,Benue,Nzorov,147.18986315855742,15179.1083984375,Non-IDP,Accessible,confirmed_by_partner_report (blank row - not flagged),NA,NA,COOPI
NG007006,Guma,NG007,Benue,Obene,4.951463705301285e-5,0,Non-IDP,Accessible,default_unreported,NA,NA,COOPI
NG007006,Guma,NG007,Benue,Saghev,175.93850316107512,15622.7041015625,Non-IDP,Inaccessible,confirmed_by_partner_report,COOPI,NA,COOPI
NG007006,Guma,NG007,Benue,Tombo,337.03671717993257,3948.9443359375,Non-IDP,Accessible,default_unreported,NA,NA,COOPI
NG007006,Guma,NG007,Benue,Uvir,357.6529221135764,18481.353515625,Non-IDP,Accessible,confirmed_by_partner_report (blank row - not flagged),NA,NA,COOPI
NG007008,Gwer West,NG007,Benue,Adoka Ehaje,0.36838201100969314,97.56098175048828,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Akpanaja,2.375510728135705e-4,8.108355104923248e-4,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Avihijime,72.0019025874157,2926.044189453125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Bar,15.098899096115709,606.19427490234375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Edikwu 2,1.2578627126760482,11.9635591506958,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Entekpa,14.38557322667408,684.3221435546875,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Gbaange-Tongov,146.4953217861492,2425.907470703125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Gee,67.4907756914425,5132.1162109375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Ikyaghev,155.0512538242445,43131.94140625,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Mbabuande,133.4684767308824,3804.23828125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Mbachohon,152.36460882203497,8318.8779296875,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Mbalom,45.42970698715782,1477.0213623046875,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Mbapa,38.559010198848604,1184.2220458984375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Mbapupuu / Tswarev,63.05294000602794,2118.58203125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Mbasombo,42.765768563997746,1688.8560791015625,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Merkyen,18.585229272912503,402.3204345703125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Modern Market,1.6759946217239574,107.47549438476563,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Nyamshi / Mbanyamshi,59.47793757541418,2166.856201171875,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Odugbeho,66.74592902947474,1264.5908203125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Ogbaulu,1.997503346865058,294.93743896484375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Saghev Ukusu,165.05379040855885,4806.85693359375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Sengev,38.723550656520125,1151.0982666015625,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Sengev / Yengev,54.2299818890028,1455.802001953125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Tijime,95.89671412301325,4044.905029296875,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Tsambe / Mbesev,65.62668609708834,1462.256103515625,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Tyoughatee / Ijaha,111.01319853271579,2121.341552734375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Ugboju Ehaje,0.02262027024574671,1.0461968183517456,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007008,Gwer West,NG007,Benue,Ugee,63.49211279616013,1650.4222412109375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007011,Kwande,NG007,Benue,Agba / Kyan,114.8642887115562,37429.53515625,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007011,Kwande,NG007,Benue,Bebi,7.901080679459846e-5,5.633074033539742e-5,Non-IDP,Accessible,default_unreported,NA,NA,Save the Children
NG007011,Kwande,NG007,Benue,Becheve,3.5640927651384846e-4,7.35745532438159e-4,Non-IDP,Accessible,default_unreported,NA,NA,Save the Children
NG007011,Kwande,NG007,Benue,Bete,1.709326308965683e-5,1.9720189447980374e-4,Non-IDP,Accessible,default_unreported,NA,NA,Save the Children
NG007011,Kwande,NG007,Benue,Bishiri North,8.386222287208875e-5,0.001223691855557263,Non-IDP,Accessible,default_unreported,NA,NA,Save the Children
NG007011,Kwande,NG007,Benue,Kashimbila,5.844071463954178e-4,7.73353036493063e-4,Non-IDP,Accessible,default_unreported,NA,NA,Save the Children
NG007011,Kwande,NG007,Benue,Kumakwagh,261.0349211437016,31357.8984375,Non-IDP,Inaccessible,confirmed_by_partner_report,Save the Children,Insecurity / conflict,Save the Children
NG007011,Kwande,NG007,Benue,Liev L,482.99171976015566,53449.84375,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007011,Kwande,NG007,Benue,Liev Ll,452.84034595845606,40379.765625,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007011,Kwande,NG007,Benue,Mbadura,72.09225635448546,16358.775390625,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007011,Kwande,NG007,Benue,Mbagbera,0.319281344091177,16.43599510192871,Non-IDP,Accessible,default_unreported,NA,NA,Save the Children
NG007011,Kwande,NG007,Benue,Mbaikyor,354.715366202557,41907.6953125,Non-IDP,Accessible,confirmed_by_partner_report (blank row - not flagged),NA,NA,Save the Children
NG007011,Kwande,NG007,Benue,Mbaketsa,46.710899085413814,19948.302734375,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007011,Kwande,NG007,Benue,Mbakyaha,4.839616505788326,1222.824951171875,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007011,Kwande,NG007,Benue,Mbatyough,2.4500390784660597,312.9549560546875,Non-IDP,Accessible,default_unreported,NA,NA,Save the Children
NG007011,Kwande,NG007,Benue,Mbayoo,24.125838316104055,16050.7568359375,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007011,Kwande,NG007,Benue,Menev,158.5502930843086,23647.54296875,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007011,Kwande,NG007,Benue,Michihe,203.62244525170578,8949.4384765625,Non-IDP,Accessible,default_unreported,NA,NA,Save the Children
NG007011,Kwande,NG007,Benue,Moon,204.37673812656303,7636.599609375,Non-IDP,Inaccessible,confirmed_by_partner_report,Save the Children,Insecurity / conflict,Save the Children
NG007011,Kwande,NG007,Benue,Tondov L,49.41430639972496,19680.298828125,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007011,Kwande,NG007,Benue,Tondov Ll,124.08901906898188,33345.49609375,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007011,Kwande,NG007,Benue,Township,22.87747153002417,33645.87109375,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007011,Kwande,NG007,Benue,Usar,10.529613901535988,6514.87158203125,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007011,Kwande,NG007,Benue,Utanga,6.948175508230925e-4,0.0910416841506958,Non-IDP,Accessible,default_unreported,NA,NA,Save the Children
NG007011,Kwande,NG007,Benue,Utange,0.42623749320146626,20.5665225982666,Non-IDP,Accessible,default_unreported,NA,NA,Save the Children
NG007011,Kwande,NG007,Benue,Yaav,235.04127739687968,28900.357421875,Non-IDP,Accessible,confirmed_by_partner_report,Save the Children,N/A - fully accessible,Save the Children
NG007012,Logo,NG007,Benue,Akwana,0.0023934704675897954,0.4007079005241394,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Binev,1.2204197004123032,117.37771606445313,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Ityuluv,0.9987699744434356,223.3858184814453,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Iwar,4.047707842128456,1639.0748291015625,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Mbaapen,76.07155789355323,7286.97412109375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Mbaatikyaa,6.5674552333498,1802.427734375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Mbadyul,60.12612668439305,18988.42578125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Mbagber,137.48617481140016,25995.919921875,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Mbater,150.88831068361998,31373.171875,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Mbavuur,161.9201077108283,26727.017578125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Mbayam,62.78678288946438,40250.91796875,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Nenzev,187.9679112460301,14820.2783203125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Saghev,268.7431032114482,23260.83203125,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Tombo,283.6586172519784,24105.94921875,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Tsaav,52.973428694317846,3693.4140625,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Tswarev / Ukembergya,124.56609796247179,13261.3603515625,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Turan,150.565430073694,11153.7646484375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007012,Logo,NG007,Benue,Yonov,219.07993336777187,20773.0859375,Non-IDP,Accessible,default_unreported,NA,NA,CRS
NG007013,Makurdi,NG007,Benue,Agan,98.45916213481027,17645.623046875,Non-IDP,Accessible,confirmed_by_partner_report,Malteser,N/A - fully accessible,Malteser
NG007013,Makurdi,NG007,Benue,Akpanaja,10.92043703948241,159.22607421875,Non-IDP,Accessible,default_unreported,NA,NA,Malteser
NG007013,Makurdi,NG007,Benue,Ankpa / Wadata,4.937592269909955,37883.8203125,Non-IDP,Accessible,confirmed_by_partner_report,Malteser,N/A - fully accessible,Malteser
NG007013,Makurdi,NG007,Benue,Bar,159.93566675310456,117880.2265625,Non-IDP,Accessible,confirmed_by_partner_report,Malteser,Insecurity / conflict,Malteser
NG007013,Makurdi,NG007,Benue,Central / South Mission,4.42205942588675,27563.37109375,Non-IDP,Accessible,confirmed_by_partner_report,Malteser,N/A - fully accessible,Malteser
NG007013,Makurdi,NG007,Benue,Clerk / Market,9.350694314013348,70198.71875,Non-IDP,Accessible,confirmed_by_partner_report,Malteser,N/A - fully accessible,Malteser
NG007013,Makurdi,NG007,Benue,Fiidi,160.47566106731628,183859.03125,Non-IDP,Accessible,confirmed_by_partner_report,Malteser,N/A - fully accessible,Malteser
NG007013,Makurdi,NG007,Benue,Mbalagh,116.88204808191364,13042.779296875,Non-IDP,Accessible,confirmed_by_partner_report,Malteser,Insecurity / conflict,Malteser
NG007013,Makurdi,NG007,Benue,Mbawa,59.860925681715855,4412.6689453125,Non-IDP,Accessible,default_unreported,NA,NA,Malteser
NG007013,Makurdi,NG007,Benue,Mbayer / Yandev,51.22374117379546,3752.4580078125,Non-IDP,Accessible,default_unreported,NA,NA,Malteser
NG007013,Makurdi,NG007,Benue,Modern Market,60.04157106485796,45606.74609375,Non-IDP,Accessible,confirmed_by_partner_report,Malteser,flooding,Malteser
NG007013,Makurdi,NG007,Benue,North Bank 1,177.04639631056506,95578.796875,Non-IDP,Inaccessible,confirmed_by_partner_report,Malteser,Insecurity / conflict,Malteser
NG007013,Makurdi,NG007,Benue,North Bank 2,9.383953631751776,25351.962890625,Non-IDP,Accessible,confirmed_by_partner_report,Malteser,N/A - fully accessible,Malteser
NG007013,Makurdi,NG007,Benue,Nyamshi / Mbanyamshi,7.752257249686957,474.8552551269531,Non-IDP,Accessible,default_unreported,NA,NA,Malteser
NG007013,Makurdi,NG007,Benue,Tyoughatee / Ijaha,19.404911496520846,709.02886962890625,Non-IDP,Accessible,default_unreported,NA,NA,Malteser
NG007013,Makurdi,NG007,Benue,Wailomayo,13.058332760191917,57101.63671875,Non-IDP,Accessible,confirmed_by_partner_report,Malteser,N/A - fully accessible,Malteser
NG008001,Abadam,NG008,Borno,Arege,1910.578952815768,27543.15234375,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Insecurity / conflict,FACT
NG008001,Abadam,NG008,Borno,Banowa,945.3382919213047,17469.517578125,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Insecurity / conflict,FACT
NG008001,Abadam,NG008,Borno,Bogum,202.19617013488156,9092.859375,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Insecurity / conflict,FACT
NG008001,Abadam,NG008,Borno,Doro,290.6577158219471,3694.845703125,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Insecurity / conflict,FACT
